W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,T8
-4.49,-4.1,4.4,1.18,-0.01,-4.65,-4.51,-1.39,-0.18,-3.77,-4.99,0.82,0.08,-1.54,-3.48,-1.1,-0.49,0.33,2.38,-4.15,0
-0.8,-4.49,-4.1,4.4,1.18,-0.01,-4.65,-4.51,-1.39,-0.18,-3.77,-4.99,0.82,0.08,-1.54,-3.48,-1.1,-0.49,0.33,2.38,0
-3.67,-0.8,-4.49,-4.1,4.4,1.18,-0.01,-4.65,-4.51,-1.39,-0.18,-3.77,-4.99,0.82,0.08,-1.54,-3.48,-1.1,-0.49,0.33,0
1.64,-3.67,-0.8,-4.49,-4.1,4.4,1.18,-0.01,-4.65,-4.51,-1.39,-0.18,-3.77,-4.99,0.82,0.08,-1.54,-3.48,-1.1,-0.49,0
2.38,1.64,-3.67,-0.8,-4.49,-4.1,4.4,1.18,-0.01,-4.65,-4.51,-1.39,-0.18,-3.77,-4.99,0.82,0.08,-1.54,-3.48,-1.1,0
0.14,2.38,1.64,-3.67,-0.8,-4.49,-4.1,4.4,1.18,-0.01,-4.65,-4.51,-1.39,-0.18,-3.77,-4.99,0.82,0.08,-1.54,-3.48,0
0.29,0.14,2.38,1.64,-3.67,-0.8,-4.49,-4.1,4.4,1.18,-0.01,-4.65,-4.51,-1.39,-0.18,-3.77,-4.99,0.82,0.08,-1.54,0
-5.84,0.29,0.14,2.38,1.64,-3.67,-0.8,-4.49,-4.1,4.4,1.18,-0.01,-4.65,-4.51,-1.39,-0.18,-3.77,-4.99,0.82,0.08,0
-2.2,-5.84,0.29,0.14,2.38,1.64,-3.67,-0.8,-4.49,-4.1,4.4,1.18,-0.01,-4.65,-4.51,-1.39,-0.18,-3.77,-4.99,0.82,0
1.54,-2.2,-5.84,0.29,0.14,2.38,1.64,-3.67,-0.8,-4.49,-4.1,4.4,1.18,-0.01,-4.65,-4.51,-1.39,-0.18,-3.77,-4.99,0
-2.49,1.54,-2.2,-5.84,0.29,0.14,2.38,1.64,-3.67,-0.8,-4.49,-4.1,4.4,1.18,-0.01,-4.65,-4.51,-1.39,-0.18,-3.77,0
-0.06,-2.49,1.54,-2.2,-5.84,0.29,0.14,2.38,1.64,-3.67,-0.8,-4.49,-4.1,4.4,1.18,-0.01,-4.65,-4.51,-1.39,-0.18,0
3.44,-0.06,-2.49,1.54,-2.2,-5.84,0.29,0.14,2.38,1.64,-3.67,-0.8,-4.49,-4.1,4.4,1.18,-0.01,-4.65,-4.51,-1.39,0
-0.43,3.44,-0.06,-2.49,1.54,-2.2,-5.84,0.29,0.14,2.38,1.64,-3.67,-0.8,-4.49,-4.1,4.4,1.18,-0.01,-4.65,-4.51,0
0.02,-0.43,3.44,-0.06,-2.49,1.54,-2.2,-5.84,0.29,0.14,2.38,1.64,-3.67,-0.8,-4.49,-4.1,4.4,1.18,-0.01,-4.65,0
-3.65,0.02,-0.43,3.44,-0.06,-2.49,1.54,-2.2,-5.84,0.29,0.14,2.38,1.64,-3.67,-0.8,-4.49,-4.1,4.4,1.18,-0.01,0
-4.89,-3.65,0.02,-0.43,3.44,-0.06,-2.49,1.54,-2.2,-5.84,0.29,0.14,2.38,1.64,-3.67,-0.8,-4.49,-4.1,4.4,1.18,0
0.92,-4.89,-3.65,0.02,-0.43,3.44,-0.06,-2.49,1.54,-2.2,-5.84,0.29,0.14,2.38,1.64,-3.67,-0.8,-4.49,-4.1,4.4,1
-0.93,0.92,-4.89,-3.65,0.02,-0.43,3.44,-0.06,-2.49,1.54,-2.2,-5.84,0.29,0.14,2.38,1.64,-3.67,-0.8,-4.49,-4.1,1
-0.36,-0.93,0.92,-4.89,-3.65,0.02,-0.43,3.44,-0.06,-2.49,1.54,-2.2,-5.84,0.29,0.14,2.38,1.64,-3.67,-0.8,-4.49,1
-0.73,-0.36,-0.93,0.92,-4.89,-3.65,0.02,-0.43,3.44,-0.06,-2.49,1.54,-2.2,-5.84,0.29,0.14,2.38,1.64,-3.67,-0.8,1
-0.7,-0.73,-0.36,-0.93,0.92,-4.89,-3.65,0.02,-0.43,3.44,-0.06,-2.49,1.54,-2.2,-5.84,0.29,0.14,2.38,1.64,-3.67,1
-2.21,-0.7,-0.73,-0.36,-0.93,0.92,-4.89,-3.65,0.02,-0.43,3.44,-0.06,-2.49,1.54,-2.2,-5.84,0.29,0.14,2.38,1.64,1
0.06,-2.21,-0.7,-0.73,-0.36,-0.93,0.92,-4.89,-3.65,0.02,-0.43,3.44,-0.06,-2.49,1.54,-2.2,-5.84,0.29,0.14,2.38,1
1.56,0.06,-2.21,-0.7,-0.73,-0.36,-0.93,0.92,-4.89,-3.65,0.02,-0.43,3.44,-0.06,-2.49,1.54,-2.2,-5.84,0.29,0.14,1
-0.67,1.56,0.06,-2.21,-0.7,-0.73,-0.36,-0.93,0.92,-4.89,-3.65,0.02,-0.43,3.44,-0.06,-2.49,1.54,-2.2,-5.84,0.29,0
-0.24,-0.67,1.56,0.06,-2.21,-0.7,-0.73,-0.36,-0.93,0.92,-4.89,-3.65,0.02,-0.43,3.44,-0.06,-2.49,1.54,-2.2,-5.84,1
3.49,-0.24,-0.67,1.56,0.06,-2.21,-0.7,-0.73,-0.36,-0.93,0.92,-4.89,-3.65,0.02,-0.43,3.44,-0.06,-2.49,1.54,-2.2,1
-0.5,3.49,-0.24,-0.67,1.56,0.06,-2.21,-0.7,-0.73,-0.36,-0.93,0.92,-4.89,-3.65,0.02,-0.43,3.44,-0.06,-2.49,1.54,0
2.12,-0.5,3.49,-0.24,-0.67,1.56,0.06,-2.21,-0.7,-0.73,-0.36,-0.93,0.92,-4.89,-3.65,0.02,-0.43,3.44,-0.06,-2.49,0
0.98,2.12,-0.5,3.49,-0.24,-0.67,1.56,0.06,-2.21,-0.7,-0.73,-0.36,-0.93,0.92,-4.89,-3.65,0.02,-0.43,3.44,-0.06,0
3.26,0.98,2.12,-0.5,3.49,-0.24,-0.67,1.56,0.06,-2.21,-0.7,-0.73,-0.36,-0.93,0.92,-4.89,-3.65,0.02,-0.43,3.44,0
2.3,3.26,0.98,2.12,-0.5,3.49,-0.24,-0.67,1.56,0.06,-2.21,-0.7,-0.73,-0.36,-0.93,0.92,-4.89,-3.65,0.02,-0.43,0
-2.83,2.3,3.26,0.98,2.12,-0.5,3.49,-0.24,-0.67,1.56,0.06,-2.21,-0.7,-0.73,-0.36,-0.93,0.92,-4.89,-3.65,0.02,0
-1.07,-2.83,2.3,3.26,0.98,2.12,-0.5,3.49,-0.24,-0.67,1.56,0.06,-2.21,-0.7,-0.73,-0.36,-0.93,0.92,-4.89,-3.65,0
-4.41,-1.07,-2.83,2.3,3.26,0.98,2.12,-0.5,3.49,-0.24,-0.67,1.56,0.06,-2.21,-0.7,-0.73,-0.36,-0.93,0.92,-4.89,0
3.01,-4.41,-1.07,-2.83,2.3,3.26,0.98,2.12,-0.5,3.49,-0.24,-0.67,1.56,0.06,-2.21,-0.7,-0.73,-0.36,-0.93,0.92,0
-0.35,3.01,-4.41,-1.07,-2.83,2.3,3.26,0.98,2.12,-0.5,3.49,-0.24,-0.67,1.56,0.06,-2.21,-0.7,-0.73,-0.36,-0.93,1
-3.1,-0.35,3.01,-4.41,-1.07,-2.83,2.3,3.26,0.98,2.12,-0.5,3.49,-0.24,-0.67,1.56,0.06,-2.21,-0.7,-0.73,-0.36,1
-5.09,-3.1,-0.35,3.01,-4.41,-1.07,-2.83,2.3,3.26,0.98,2.12,-0.5,3.49,-0.24,-0.67,1.56,0.06,-2.21,-0.7,-0.73,1
-3.71,-5.09,-3.1,-0.35,3.01,-4.41,-1.07,-2.83,2.3,3.26,0.98,2.12,-0.5,3.49,-0.24,-0.67,1.56,0.06,-2.21,-0.7,1
4.01,-3.71,-5.09,-3.1,-0.35,3.01,-4.41,-1.07,-2.83,2.3,3.26,0.98,2.12,-0.5,3.49,-0.24,-0.67,1.56,0.06,-2.21,1
4.76,4.01,-3.71,-5.09,-3.1,-0.35,3.01,-4.41,-1.07,-2.83,2.3,3.26,0.98,2.12,-0.5,3.49,-0.24,-0.67,1.56,0.06,1
-4.35,4.76,4.01,-3.71,-5.09,-3.1,-0.35,3.01,-4.41,-1.07,-2.83,2.3,3.26,0.98,2.12,-0.5,3.49,-0.24,-0.67,1.56,1
3.19,-4.35,4.76,4.01,-3.71,-5.09,-3.1,-0.35,3.01,-4.41,-1.07,-2.83,2.3,3.26,0.98,2.12,-0.5,3.49,-0.24,-0.67,1
-2.95,3.19,-4.35,4.76,4.01,-3.71,-5.09,-3.1,-0.35,3.01,-4.41,-1.07,-2.83,2.3,3.26,0.98,2.12,-0.5,3.49,-0.24,1
1.03,-2.95,3.19,-4.35,4.76,4.01,-3.71,-5.09,-3.1,-0.35,3.01,-4.41,-1.07,-2.83,2.3,3.26,0.98,2.12,-0.5,3.49,1
2.31,1.03,-2.95,3.19,-4.35,4.76,4.01,-3.71,-5.09,-3.1,-0.35,3.01,-4.41,-1.07,-2.83,2.3,3.26,0.98,2.12,-0.5,1
-0.18,2.31,1.03,-2.95,3.19,-4.35,4.76,4.01,-3.71,-5.09,-3.1,-0.35,3.01,-4.41,-1.07,-2.83,2.3,3.26,0.98,2.12,1
0.08,-0.18,2.31,1.03,-2.95,3.19,-4.35,4.76,4.01,-3.71,-5.09,-3.1,-0.35,3.01,-4.41,-1.07,-2.83,2.3,3.26,0.98,1
7.88,0.08,-0.18,2.31,1.03,-2.95,3.19,-4.35,4.76,4.01,-3.71,-5.09,-3.1,-0.35,3.01,-4.41,-1.07,-2.83,2.3,3.26,1
0.55,7.88,0.08,-0.18,2.31,1.03,-2.95,3.19,-4.35,4.76,4.01,-3.71,-5.09,-3.1,-0.35,3.01,-4.41,-1.07,-2.83,2.3,1
2.87,0.55,7.88,0.08,-0.18,2.31,1.03,-2.95,3.19,-4.35,4.76,4.01,-3.71,-5.09,-3.1,-0.35,3.01,-4.41,-1.07,-2.83,1
1.55,2.87,0.55,7.88,0.08,-0.18,2.31,1.03,-2.95,3.19,-4.35,4.76,4.01,-3.71,-5.09,-3.1,-0.35,3.01,-4.41,-1.07,0
-1.57,1.55,2.87,0.55,7.88,0.08,-0.18,2.31,1.03,-2.95,3.19,-4.35,4.76,4.01,-3.71,-5.09,-3.1,-0.35,3.01,-4.41,0
0.31,-1.57,1.55,2.87,0.55,7.88,0.08,-0.18,2.31,1.03,-2.95,3.19,-4.35,4.76,4.01,-3.71,-5.09,-3.1,-0.35,3.01,0
3.01,0.31,-1.57,1.55,2.87,0.55,7.88,0.08,-0.18,2.31,1.03,-2.95,3.19,-4.35,4.76,4.01,-3.71,-5.09,-3.1,-0.35,0
-0.09,3.01,0.31,-1.57,1.55,2.87,0.55,7.88,0.08,-0.18,2.31,1.03,-2.95,3.19,-4.35,4.76,4.01,-3.71,-5.09,-3.1,1
3.49,-0.09,3.01,0.31,-1.57,1.55,2.87,0.55,7.88,0.08,-0.18,2.31,1.03,-2.95,3.19,-4.35,4.76,4.01,-3.71,-5.09,1
-5.43,3.49,-0.09,3.01,0.31,-1.57,1.55,2.87,0.55,7.88,0.08,-0.18,2.31,1.03,-2.95,3.19,-4.35,4.76,4.01,-3.71,0
-0.89,-5.43,3.49,-0.09,3.01,0.31,-1.57,1.55,2.87,0.55,7.88,0.08,-0.18,2.31,1.03,-2.95,3.19,-4.35,4.76,4.01,0
2.58,-0.89,-5.43,3.49,-0.09,3.01,0.31,-1.57,1.55,2.87,0.55,7.88,0.08,-0.18,2.31,1.03,-2.95,3.19,-4.35,4.76,0
-2.55,2.58,-0.89,-5.43,3.49,-0.09,3.01,0.31,-1.57,1.55,2.87,0.55,7.88,0.08,-0.18,2.31,1.03,-2.95,3.19,-4.35,0
-1.36,-2.55,2.58,-0.89,-5.43,3.49,-0.09,3.01,0.31,-1.57,1.55,2.87,0.55,7.88,0.08,-0.18,2.31,1.03,-2.95,3.19,0
3.1,-1.36,-2.55,2.58,-0.89,-5.43,3.49,-0.09,3.01,0.31,-1.57,1.55,2.87,0.55,7.88,0.08,-0.18,2.31,1.03,-2.95,0
-0.66,3.1,-1.36,-2.55,2.58,-0.89,-5.43,3.49,-0.09,3.01,0.31,-1.57,1.55,2.87,0.55,7.88,0.08,-0.18,2.31,1.03,0
-0.18,-0.66,3.1,-1.36,-2.55,2.58,-0.89,-5.43,3.49,-0.09,3.01,0.31,-1.57,1.55,2.87,0.55,7.88,0.08,-0.18,2.31,0
4.23,-0.18,-0.66,3.1,-1.36,-2.55,2.58,-0.89,-5.43,3.49,-0.09,3.01,0.31,-1.57,1.55,2.87,0.55,7.88,0.08,-0.18,0
-4.13,4.23,-0.18,-0.66,3.1,-1.36,-2.55,2.58,-0.89,-5.43,3.49,-0.09,3.01,0.31,-1.57,1.55,2.87,0.55,7.88,0.08,0
-2.63,-4.13,4.23,-0.18,-0.66,3.1,-1.36,-2.55,2.58,-0.89,-5.43,3.49,-0.09,3.01,0.31,-1.57,1.55,2.87,0.55,7.88,0
-2.63,-2.63,-4.13,4.23,-0.18,-0.66,3.1,-1.36,-2.55,2.58,-0.89,-5.43,3.49,-0.09,3.01,0.31,-1.57,1.55,2.87,0.55,0
2.49,-2.63,-2.63,-4.13,4.23,-0.18,-0.66,3.1,-1.36,-2.55,2.58,-0.89,-5.43,3.49,-0.09,3.01,0.31,-1.57,1.55,2.87,1
-5.16,2.49,-2.63,-2.63,-4.13,4.23,-0.18,-0.66,3.1,-1.36,-2.55,2.58,-0.89,-5.43,3.49,-0.09,3.01,0.31,-1.57,1.55,0
-6.81,-5.16,2.49,-2.63,-2.63,-4.13,4.23,-0.18,-0.66,3.1,-1.36,-2.55,2.58,-0.89,-5.43,3.49,-0.09,3.01,0.31,-1.57,0
1.69,-6.81,-5.16,2.49,-2.63,-2.63,-4.13,4.23,-0.18,-0.66,3.1,-1.36,-2.55,2.58,-0.89,-5.43,3.49,-0.09,3.01,0.31,0
-3.06,1.69,-6.81,-5.16,2.49,-2.63,-2.63,-4.13,4.23,-0.18,-0.66,3.1,-1.36,-2.55,2.58,-0.89,-5.43,3.49,-0.09,3.01,0
1.93,-3.06,1.69,-6.81,-5.16,2.49,-2.63,-2.63,-4.13,4.23,-0.18,-0.66,3.1,-1.36,-2.55,2.58,-0.89,-5.43,3.49,-0.09,0
-1.56,1.93,-3.06,1.69,-6.81,-5.16,2.49,-2.63,-2.63,-4.13,4.23,-0.18,-0.66,3.1,-1.36,-2.55,2.58,-0.89,-5.43,3.49,0
-1.63,-1.56,1.93,-3.06,1.69,-6.81,-5.16,2.49,-2.63,-2.63,-4.13,4.23,-0.18,-0.66,3.1,-1.36,-2.55,2.58,-0.89,-5.43,0
0.39,-1.63,-1.56,1.93,-3.06,1.69,-6.81,-5.16,2.49,-2.63,-2.63,-4.13,4.23,-0.18,-0.66,3.1,-1.36,-2.55,2.58,-0.89,0
0.69,0.39,-1.63,-1.56,1.93,-3.06,1.69,-6.81,-5.16,2.49,-2.63,-2.63,-4.13,4.23,-0.18,-0.66,3.1,-1.36,-2.55,2.58,1
2.65,0.69,0.39,-1.63,-1.56,1.93,-3.06,1.69,-6.81,-5.16,2.49,-2.63,-2.63,-4.13,4.23,-0.18,-0.66,3.1,-1.36,-2.55,0
-5.39,2.65,0.69,0.39,-1.63,-1.56,1.93,-3.06,1.69,-6.81,-5.16,2.49,-2.63,-2.63,-4.13,4.23,-0.18,-0.66,3.1,-1.36,0
1.62,-5.39,2.65,0.69,0.39,-1.63,-1.56,1.93,-3.06,1.69,-6.81,-5.16,2.49,-2.63,-2.63,-4.13,4.23,-0.18,-0.66,3.1,0
0.48,1.62,-5.39,2.65,0.69,0.39,-1.63,-1.56,1.93,-3.06,1.69,-6.81,-5.16,2.49,-2.63,-2.63,-4.13,4.23,-0.18,-0.66,0
-5.18,0.48,1.62,-5.39,2.65,0.69,0.39,-1.63,-1.56,1.93,-3.06,1.69,-6.81,-5.16,2.49,-2.63,-2.63,-4.13,4.23,-0.18,0
0.61,-5.18,0.48,1.62,-5.39,2.65,0.69,0.39,-1.63,-1.56,1.93,-3.06,1.69,-6.81,-5.16,2.49,-2.63,-2.63,-4.13,4.23,0
-4.49,0.61,-5.18,0.48,1.62,-5.39,2.65,0.69,0.39,-1.63,-1.56,1.93,-3.06,1.69,-6.81,-5.16,2.49,-2.63,-2.63,-4.13,0
-0.6,-4.49,0.61,-5.18,0.48,1.62,-5.39,2.65,0.69,0.39,-1.63,-1.56,1.93,-3.06,1.69,-6.81,-5.16,2.49,-2.63,-2.63,0
2.97,-0.6,-4.49,0.61,-5.18,0.48,1.62,-5.39,2.65,0.69,0.39,-1.63,-1.56,1.93,-3.06,1.69,-6.81,-5.16,2.49,-2.63,0
5.06,2.97,-0.6,-4.49,0.61,-5.18,0.48,1.62,-5.39,2.65,0.69,0.39,-1.63,-1.56,1.93,-3.06,1.69,-6.81,-5.16,2.49,0
-4.95,5.06,2.97,-0.6,-4.49,0.61,-5.18,0.48,1.62,-5.39,2.65,0.69,0.39,-1.63,-1.56,1.93,-3.06,1.69,-6.81,-5.16,0
-2.31,-4.95,5.06,2.97,-0.6,-4.49,0.61,-5.18,0.48,1.62,-5.39,2.65,0.69,0.39,-1.63,-1.56,1.93,-3.06,1.69,-6.81,0
-0.78,-2.31,-4.95,5.06,2.97,-0.6,-4.49,0.61,-5.18,0.48,1.62,-5.39,2.65,0.69,0.39,-1.63,-1.56,1.93,-3.06,1.69,0
0.39,-0.78,-2.31,-4.95,5.06,2.97,-0.6,-4.49,0.61,-5.18,0.48,1.62,-5.39,2.65,0.69,0.39,-1.63,-1.56,1.93,-3.06,0
-2.92,0.39,-0.78,-2.31,-4.95,5.06,2.97,-0.6,-4.49,0.61,-5.18,0.48,1.62,-5.39,2.65,0.69,0.39,-1.63,-1.56,1.93,0
-0.64,-2.92,0.39,-0.78,-2.31,-4.95,5.06,2.97,-0.6,-4.49,0.61,-5.18,0.48,1.62,-5.39,2.65,0.69,0.39,-1.63,-1.56,0
1.36,-0.64,-2.92,0.39,-0.78,-2.31,-4.95,5.06,2.97,-0.6,-4.49,0.61,-5.18,0.48,1.62,-5.39,2.65,0.69,0.39,-1.63,1
-0.15,1.36,-0.64,-2.92,0.39,-0.78,-2.31,-4.95,5.06,2.97,-0.6,-4.49,0.61,-5.18,0.48,1.62,-5.39,2.65,0.69,0.39,1
-2.45,-0.15,1.36,-0.64,-2.92,0.39,-0.78,-2.31,-4.95,5.06,2.97,-0.6,-4.49,0.61,-5.18,0.48,1.62,-5.39,2.65,0.69,1
-1.5,-2.45,-0.15,1.36,-0.64,-2.92,0.39,-0.78,-2.31,-4.95,5.06,2.97,-0.6,-4.49,0.61,-5.18,0.48,1.62,-5.39,2.65,1
1.79,-1.5,-2.45,-0.15,1.36,-0.64,-2.92,0.39,-0.78,-2.31,-4.95,5.06,2.97,-0.6,-4.49,0.61,-5.18,0.48,1.62,-5.39,1
-2.68,1.79,-1.5,-2.45,-0.15,1.36,-0.64,-2.92,0.39,-0.78,-2.31,-4.95,5.06,2.97,-0.6,-4.49,0.61,-5.18,0.48,1.62,1
-0.94,-2.68,1.79,-1.5,-2.45,-0.15,1.36,-0.64,-2.92,0.39,-0.78,-2.31,-4.95,5.06,2.97,-0.6,-4.49,0.61,-5.18,0.48,1
2.72,-0.94,-2.68,1.79,-1.5,-2.45,-0.15,1.36,-0.64,-2.92,0.39,-0.78,-2.31,-4.95,5.06,2.97,-0.6,-4.49,0.61,-5.18,1
1.66,2.72,-0.94,-2.68,1.79,-1.5,-2.45,-0.15,1.36,-0.64,-2.92,0.39,-0.78,-2.31,-4.95,5.06,2.97,-0.6,-4.49,0.61,1
0.94,1.66,2.72,-0.94,-2.68,1.79,-1.5,-2.45,-0.15,1.36,-0.64,-2.92,0.39,-0.78,-2.31,-4.95,5.06,2.97,-0.6,-4.49,1
1.59,0.94,1.66,2.72,-0.94,-2.68,1.79,-1.5,-2.45,-0.15,1.36,-0.64,-2.92,0.39,-0.78,-2.31,-4.95,5.06,2.97,-0.6,1
0.43,1.59,0.94,1.66,2.72,-0.94,-2.68,1.79,-1.5,-2.45,-0.15,1.36,-0.64,-2.92,0.39,-0.78,-2.31,-4.95,5.06,2.97,1
2.6,0.43,1.59,0.94,1.66,2.72,-0.94,-2.68,1.79,-1.5,-2.45,-0.15,1.36,-0.64,-2.92,0.39,-0.78,-2.31,-4.95,5.06,0
0.14,2.6,0.43,1.59,0.94,1.66,2.72,-0.94,-2.68,1.79,-1.5,-2.45,-0.15,1.36,-0.64,-2.92,0.39,-0.78,-2.31,-4.95,1
0.86,0.14,2.6,0.43,1.59,0.94,1.66,2.72,-0.94,-2.68,1.79,-1.5,-2.45,-0.15,1.36,-0.64,-2.92,0.39,-0.78,-2.31,1
-2.39,0.86,0.14,2.6,0.43,1.59,0.94,1.66,2.72,-0.94,-2.68,1.79,-1.5,-2.45,-0.15,1.36,-0.64,-2.92,0.39,-0.78,0
1.5,-2.39,0.86,0.14,2.6,0.43,1.59,0.94,1.66,2.72,-0.94,-2.68,1.79,-1.5,-2.45,-0.15,1.36,-0.64,-2.92,0.39,0
4.62,1.5,-2.39,0.86,0.14,2.6,0.43,1.59,0.94,1.66,2.72,-0.94,-2.68,1.79,-1.5,-2.45,-0.15,1.36,-0.64,-2.92,0
-0.24,4.62,1.5,-2.39,0.86,0.14,2.6,0.43,1.59,0.94,1.66,2.72,-0.94,-2.68,1.79,-1.5,-2.45,-0.15,1.36,-0.64,0
-0.06,-0.24,4.62,1.5,-2.39,0.86,0.14,2.6,0.43,1.59,0.94,1.66,2.72,-0.94,-2.68,1.79,-1.5,-2.45,-0.15,1.36,0
-2.57,-0.06,-0.24,4.62,1.5,-2.39,0.86,0.14,2.6,0.43,1.59,0.94,1.66,2.72,-0.94,-2.68,1.79,-1.5,-2.45,-0.15,1
-1.26,-2.57,-0.06,-0.24,4.62,1.5,-2.39,0.86,0.14,2.6,0.43,1.59,0.94,1.66,2.72,-0.94,-2.68,1.79,-1.5,-2.45,0
-1.26,-1.26,-2.57,-0.06,-0.24,4.62,1.5,-2.39,0.86,0.14,2.6,0.43,1.59,0.94,1.66,2.72,-0.94,-2.68,1.79,-1.5,0
1.66,-1.26,-1.26,-2.57,-0.06,-0.24,4.62,1.5,-2.39,0.86,0.14,2.6,0.43,1.59,0.94,1.66,2.72,-0.94,-2.68,1.79,0
0.61,1.66,-1.26,-1.26,-2.57,-0.06,-0.24,4.62,1.5,-2.39,0.86,0.14,2.6,0.43,1.59,0.94,1.66,2.72,-0.94,-2.68,0
-6,0.61,1.66,-1.26,-1.26,-2.57,-0.06,-0.24,4.62,1.5,-2.39,0.86,0.14,2.6,0.43,1.59,0.94,1.66,2.72,-0.94,0
1.71,-6,0.61,1.66,-1.26,-1.26,-2.57,-0.06,-0.24,4.62,1.5,-2.39,0.86,0.14,2.6,0.43,1.59,0.94,1.66,2.72,0
-1.71,1.71,-6,0.61,1.66,-1.26,-1.26,-2.57,-0.06,-0.24,4.62,1.5,-2.39,0.86,0.14,2.6,0.43,1.59,0.94,1.66,0
0.45,-1.71,1.71,-6,0.61,1.66,-1.26,-1.26,-2.57,-0.06,-0.24,4.62,1.5,-2.39,0.86,0.14,2.6,0.43,1.59,0.94,0
1.62,0.45,-1.71,1.71,-6,0.61,1.66,-1.26,-1.26,-2.57,-0.06,-0.24,4.62,1.5,-2.39,0.86,0.14,2.6,0.43,1.59,0
1.75,1.62,0.45,-1.71,1.71,-6,0.61,1.66,-1.26,-1.26,-2.57,-0.06,-0.24,4.62,1.5,-2.39,0.86,0.14,2.6,0.43,0
-0.47,1.75,1.62,0.45,-1.71,1.71,-6,0.61,1.66,-1.26,-1.26,-2.57,-0.06,-0.24,4.62,1.5,-2.39,0.86,0.14,2.6,0
-1.32,-0.47,1.75,1.62,0.45,-1.71,1.71,-6,0.61,1.66,-1.26,-1.26,-2.57,-0.06,-0.24,4.62,1.5,-2.39,0.86,0.14,0
-3.06,-1.32,-0.47,1.75,1.62,0.45,-1.71,1.71,-6,0.61,1.66,-1.26,-1.26,-2.57,-0.06,-0.24,4.62,1.5,-2.39,0.86,1
-3.07,-3.06,-1.32,-0.47,1.75,1.62,0.45,-1.71,1.71,-6,0.61,1.66,-1.26,-1.26,-2.57,-0.06,-0.24,4.62,1.5,-2.39,1
-3.46,-3.07,-3.06,-1.32,-0.47,1.75,1.62,0.45,-1.71,1.71,-6,0.61,1.66,-1.26,-1.26,-2.57,-0.06,-0.24,4.62,1.5,1
-2.2,-3.46,-3.07,-3.06,-1.32,-0.47,1.75,1.62,0.45,-1.71,1.71,-6,0.61,1.66,-1.26,-1.26,-2.57,-0.06,-0.24,4.62,1
-0.71,-2.2,-3.46,-3.07,-3.06,-1.32,-0.47,1.75,1.62,0.45,-1.71,1.71,-6,0.61,1.66,-1.26,-1.26,-2.57,-0.06,-0.24,1
-2.26,-0.71,-2.2,-3.46,-3.07,-3.06,-1.32,-0.47,1.75,1.62,0.45,-1.71,1.71,-6,0.61,1.66,-1.26,-1.26,-2.57,-0.06,1
2.14,-2.26,-0.71,-2.2,-3.46,-3.07,-3.06,-1.32,-0.47,1.75,1.62,0.45,-1.71,1.71,-6,0.61,1.66,-1.26,-1.26,-2.57,1
0.17,2.14,-2.26,-0.71,-2.2,-3.46,-3.07,-3.06,-1.32,-0.47,1.75,1.62,0.45,-1.71,1.71,-6,0.61,1.66,-1.26,-1.26,1
1.19,0.17,2.14,-2.26,-0.71,-2.2,-3.46,-3.07,-3.06,-1.32,-0.47,1.75,1.62,0.45,-1.71,1.71,-6,0.61,1.66,-1.26,0
2.73,1.19,0.17,2.14,-2.26,-0.71,-2.2,-3.46,-3.07,-3.06,-1.32,-0.47,1.75,1.62,0.45,-1.71,1.71,-6,0.61,1.66,1
3.5,2.73,1.19,0.17,2.14,-2.26,-0.71,-2.2,-3.46,-3.07,-3.06,-1.32,-0.47,1.75,1.62,0.45,-1.71,1.71,-6,0.61,1
-1.79,3.5,2.73,1.19,0.17,2.14,-2.26,-0.71,-2.2,-3.46,-3.07,-3.06,-1.32,-0.47,1.75,1.62,0.45,-1.71,1.71,-6,1
0.18,-1.79,3.5,2.73,1.19,0.17,2.14,-2.26,-0.71,-2.2,-3.46,-3.07,-3.06,-1.32,-0.47,1.75,1.62,0.45,-1.71,1.71,1
-0.98,0.18,-1.79,3.5,2.73,1.19,0.17,2.14,-2.26,-0.71,-2.2,-3.46,-3.07,-3.06,-1.32,-0.47,1.75,1.62,0.45,-1.71,1
-0.43,-0.98,0.18,-1.79,3.5,2.73,1.19,0.17,2.14,-2.26,-0.71,-2.2,-3.46,-3.07,-3.06,-1.32,-0.47,1.75,1.62,0.45,1
2.34,-0.43,-0.98,0.18,-1.79,3.5,2.73,1.19,0.17,2.14,-2.26,-0.71,-2.2,-3.46,-3.07,-3.06,-1.32,-0.47,1.75,1.62,1
-4.11,2.34,-0.43,-0.98,0.18,-1.79,3.5,2.73,1.19,0.17,2.14,-2.26,-0.71,-2.2,-3.46,-3.07,-3.06,-1.32,-0.47,1.75,1
2.65,-4.11,2.34,-0.43,-0.98,0.18,-1.79,3.5,2.73,1.19,0.17,2.14,-2.26,-0.71,-2.2,-3.46,-3.07,-3.06,-1.32,-0.47,1
1.15,2.65,-4.11,2.34,-0.43,-0.98,0.18,-1.79,3.5,2.73,1.19,0.17,2.14,-2.26,-0.71,-2.2,-3.46,-3.07,-3.06,-1.32,1
5.32,1.15,2.65,-4.11,2.34,-0.43,-0.98,0.18,-1.79,3.5,2.73,1.19,0.17,2.14,-2.26,-0.71,-2.2,-3.46,-3.07,-3.06,1
